,리뷰,별점,리뷰자 평균 평점,리뷰자 누적 리뷰 개수,영업 시간,이미지url,가게명,가게 주소,메뉴,카카오 url,업종
12,고로케 바삭하고 오늘 구운건지 다맛있네요풍경도 좋아요,4,2.5,117,매일 09:00 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F200809EC76604182B5DEA57D0C2FFE6E',해월당 울산본점,울산 울주군 상북면 등억알프스로 245 (우)44952,아메리카노 카페라떼 바닐라라떼 딸기라떼 단호박라떼,https://place.map.kakao.com/1432751727,카페
13,베이커리카페인데 고른 빵들 대부분 별로였어요..,2,4.1,18,매일 09:00 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F200809EC76604182B5DEA57D0C2FFE6E',해월당 울산본점,울산 울주군 상북면 등억알프스로 245 (우)44952,아메리카노 카페라떼 바닐라라떼 딸기라떼 단호박라떼,https://place.map.kakao.com/1432751727,카페
14,"그냥 큰 빵집인데 정체성이..기대하고 갔는데요 늦게 가니 많이 없긴한데.. 메뉴도 어느 빵집이나 다 있는듯한 메뉴..좀 어수선하기도하고..낮은 빵집, 저녁은 카페로 가는 게  맞는듯.빵순이인 나한테는 아닌듯ㅠㅜ.. 블로거들 믿지마요",4,3.8,58,매일 09:00 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F200809EC76604182B5DEA57D0C2FFE6E',해월당 울산본점,울산 울주군 상북면 등억알프스로 245 (우)44952,아메리카노 카페라떼 바닐라라떼 딸기라떼 단호박라떼,https://place.map.kakao.com/1432751727,카페
15,풍경이 여유롭고 화장실이 깨끗/ 빵의 종류가 많아 흥미로움. / 실내 관리 잘되고 있으나 1층 테라스로 방역수칙 어기는 사람들이 열 체크 없이 바로 방문,4,4.1,128,매일 09:00 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F200809EC76604182B5DEA57D0C2FFE6E',해월당 울산본점,울산 울주군 상북면 등억알프스로 245 (우)44952,아메리카노 카페라떼 바닐라라떼 딸기라떼 단호박라떼,https://place.map.kakao.com/1432751727,카페
16,주말 저녁 마감까지 두시간이 남앗는데 빵이 없네요. 카페라고 생각하고 와야할듯 합니다,2,2.0,1,매일 09:00 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F200809EC76604182B5DEA57D0C2FFE6E',해월당 울산본점,울산 울주군 상북면 등억알프스로 245 (우)44952,아메리카노 카페라떼 바닐라라떼 딸기라떼 단호박라떼,https://place.map.kakao.com/1432751727,카페
17,논과 산뷰가 좋고 빵맛도 괜찮았네요. 평일이었음에도 사람 너무 많고 마스크벗고 얘기하는게 꺼림칙..안 드실땐 마스크 착용해 주세요..,4,4.0,29,매일 09:00 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F200809EC76604182B5DEA57D0C2FFE6E',해월당 울산본점,울산 울주군 상북면 등억알프스로 245 (우)44952,아메리카노 카페라떼 바닐라라떼 딸기라떼 단호박라떼,https://place.map.kakao.com/1432751727,카페
18,평일날 갔는데도 많이 시끄러워요,3,3.4,8,매일 09:00 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F200809EC76604182B5DEA57D0C2FFE6E',해월당 울산본점,울산 울주군 상북면 등억알프스로 245 (우)44952,아메리카노 카페라떼 바닐라라떼 딸기라떼 단호박라떼,https://place.map.kakao.com/1432751727,카페
19,빵의 명인집 답게 정말맛나네요,5,4.6,5,매일 09:00 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F200809EC76604182B5DEA57D0C2FFE6E',해월당 울산본점,울산 울주군 상북면 등억알프스로 245 (우)44952,아메리카노 카페라떼 바닐라라떼 딸기라떼 단호박라떼,https://place.map.kakao.com/1432751727,카페
20,,5,3.2,234,매일 09:00 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F200809EC76604182B5DEA57D0C2FFE6E',해월당 울산본점,울산 울주군 상북면 등억알프스로 245 (우)44952,아메리카노 카페라떼 바닐라라떼 딸기라떼 단호박라떼,https://place.map.kakao.com/1432751727,카페
21,,5,5.0,381,매일 09:00 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F200809EC76604182B5DEA57D0C2FFE6E',해월당 울산본점,울산 울주군 상북면 등억알프스로 245 (우)44952,아메리카노 카페라떼 바닐라라떼 딸기라떼 단호박라떼,https://place.map.kakao.com/1432751727,카페
22,빵 맛있었어요..사람 덜 붐비는 평일. 비가 오는날 더 운치있는 곳인듯합니다,5,5.0,1,매일 09:00 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F200809EC76604182B5DEA57D0C2FFE6E',해월당 울산본점,울산 울주군 상북면 등억알프스로 245 (우)44952,아메리카노 카페라떼 바닐라라떼 딸기라떼 단호박라떼,https://place.map.kakao.com/1432751727,카페
23,솔직히 빵맛은 그맛이그맛주말오후에갔는데 사람이 너무많아서 커피주문도안되고 빵만사서2층에서 먹었는데  이건좀아니다라는생각듬 주차장넓어서 괜찬은데 분위기는 아님주말 손님 생각해서 음료주문이 안될거같음 미리 주차하기전에 안된다고 말해줘야 올은거 아닌가함,3,3.0,1,매일 09:00 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F200809EC76604182B5DEA57D0C2FFE6E',해월당 울산본점,울산 울주군 상북면 등억알프스로 245 (우)44952,아메리카노 카페라떼 바닐라라떼 딸기라떼 단호박라떼,https://place.map.kakao.com/1432751727,카페
24,바쁜날 가서 너무 복잡해서 1점 뺐으나 친절 맛 주차 풍경 등 괜찮았음,4,4.0,50,매일 09:00 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F200809EC76604182B5DEA57D0C2FFE6E',해월당 울산본점,울산 울주군 상북면 등억알프스로 245 (우)44952,아메리카노 카페라떼 바닐라라떼 딸기라떼 단호박라떼,https://place.map.kakao.com/1432751727,카페
25,,5,4.7,438,매일 09:00 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F200809EC76604182B5DEA57D0C2FFE6E',해월당 울산본점,울산 울주군 상북면 등억알프스로 245 (우)44952,아메리카노 카페라떼 바닐라라떼 딸기라떼 단호박라떼,https://place.map.kakao.com/1432751727,카페
0,왁자지껄 그런 분위기!,3,3.9,40,매일 00:00 ~ 24:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4B0BBC2FF1884876976B1D587BF8AFE1',산주막,울산 남구 달삼로 18 (우)44721,소고기전 조기구이 참기름육회 골뱅이무침 한우소찌개,https://place.map.kakao.com/11499948,술집
1,골뱅이무침이랑 모둠전이랑 모둠생선구이 먹었는데사진을 못남겼네요 안주 맛있어요 ---! 야외테이블도 있는데 손님 계셔서 못 앉았지만 좋아보였네요 ^ ^,5,4.6,63,매일 00:00 ~ 24:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4B0BBC2FF1884876976B1D587BF8AFE1',산주막,울산 남구 달삼로 18 (우)44721,소고기전 조기구이 참기름육회 골뱅이무침 한우소찌개,https://place.map.kakao.com/11499948,술집
2,,4,4.7,438,매일 00:00 ~ 24:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4B0BBC2FF1884876976B1D587BF8AFE1',산주막,울산 남구 달삼로 18 (우)44721,소고기전 조기구이 참기름육회 골뱅이무침 한우소찌개,https://place.map.kakao.com/11499948,술집
3,방갈로 있는 방도 있어서 이야기하기는 좋았는데안주 충분히 시켰는데도 술 더 안 시키면 엄청 눈치주고 그릇하나 달라고 하기 참 눈치보이고 불친절함. 안주는 맛있었음. 하지만 재방문할정도는 아님.,1,4.0,401,매일 00:00 ~ 24:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4B0BBC2FF1884876976B1D587BF8AFE1',산주막,울산 남구 달삼로 18 (우)44721,소고기전 조기구이 참기름육회 골뱅이무침 한우소찌개,https://place.map.kakao.com/11499948,술집
4,,3,4.0,536,매일 00:00 ~ 24:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4B0BBC2FF1884876976B1D587BF8AFE1',산주막,울산 남구 달삼로 18 (우)44721,소고기전 조기구이 참기름육회 골뱅이무침 한우소찌개,https://place.map.kakao.com/11499948,술집
5,,5,4.7,40,매일 00:00 ~ 24:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4B0BBC2FF1884876976B1D587BF8AFE1',산주막,울산 남구 달삼로 18 (우)44721,소고기전 조기구이 참기름육회 골뱅이무침 한우소찌개,https://place.map.kakao.com/11499948,술집
6,,4,3.4,364,매일 00:00 ~ 24:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4B0BBC2FF1884876976B1D587BF8AFE1',산주막,울산 남구 달삼로 18 (우)44721,소고기전 조기구이 참기름육회 골뱅이무침 한우소찌개,https://place.map.kakao.com/11499948,술집
0,엄마랑 한옥카페 가고싶어서 찾아간 카펜데너무 만족했어요! 직원분들도 친절하고 굿즈 구경하는 재미도 있고 한옥이라 엄마맘에 쏙 들어하시더라고요 ㅎㅎ 포밍멜로우 뭔가했는데 크림이랑 커피 진짜 잘어울리고 맛있더라고요 ㅠㅜ 또 먹고싶네요🤤 유기농 당근케이크도 유기농이라 더 맛있고 믿고 먹은것 같아요 ㅎㅎ 친구들이랑도 또 갈거에요 ㅎㅎ,5,5.0,3,화~일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E3383B50BE143949B19ED83B0CF586D',싱귤러커피,울산 남구 대학로1번길 3-35 1층 (우)44619,추천포밍멜로우,https://place.map.kakao.com/264246837,커피전문점
1,,5,4.2,11,화~일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E3383B50BE143949B19ED83B0CF586D',싱귤러커피,울산 남구 대학로1번길 3-35 1층 (우)44619,추천포밍멜로우,https://place.map.kakao.com/264246837,커피전문점
2,밤의 분의기가 좋네요가성비는 좀 떨어지고2시간 제한이라니ᆢ,3,3.6,48,화~일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E3383B50BE143949B19ED83B0CF586D',싱귤러커피,울산 남구 대학로1번길 3-35 1층 (우)44619,추천포밍멜로우,https://place.map.kakao.com/264246837,커피전문점
3,[지극히 개인적인 평][별점은 단순 맛의 기준]맛은 평범하고 분위기 맛집으로 가는 느낌못 먹을 정도는 아님결론 - 괜찮음,3,3.1,21,화~일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E3383B50BE143949B19ED83B0CF586D',싱귤러커피,울산 남구 대학로1번길 3-35 1층 (우)44619,추천포밍멜로우,https://place.map.kakao.com/264246837,커피전문점
4,포밍멜로우 너무 맛있어요!밤엔 분위기도좋아요,5,5.0,3,화~일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E3383B50BE143949B19ED83B0CF586D',싱귤러커피,울산 남구 대학로1번길 3-35 1층 (우)44619,추천포밍멜로우,https://place.map.kakao.com/264246837,커피전문점
5,비싼만큼 정말 만족했던 커피숍입니다:) 제가 먹었던 아인슈패너 중에 제일 맛있는 것 같아요ㅎㅎ,5,4.8,12,화~일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E3383B50BE143949B19ED83B0CF586D',싱귤러커피,울산 남구 대학로1번길 3-35 1층 (우)44619,추천포밍멜로우,https://place.map.kakao.com/264246837,커피전문점
6,커피맛없음 분위기때문에 가는거지 자리도 불편하고 사진찍기용 카페부모님 모시고 세번째 방문입니다. 음료 세잔 케익 하나 시켰는데 네명이라고 음료도 4개 시켜야된대요,1,4.0,17,화~일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E3383B50BE143949B19ED83B0CF586D',싱귤러커피,울산 남구 대학로1번길 3-35 1층 (우)44619,추천포밍멜로우,https://place.map.kakao.com/264246837,커피전문점
7,(네이버 리뷰는 후기 이벤트를 해서 별점이 높아요)네이버 통해서 비대면 주문 하는데 직원분이 알려주시긴 하지만 옆에 있던 어르신분들은 주문하기 좀 힘들어하셨어요. 결제도 네이버페이 통해서 해야해서 등록안되어 있으면 카드번호 일일이 치고 그래야 합니다..  참고하세요.주차장은 있으나 4대정도 댈수있고 늘 만석이라 갓길에 주차해야해요. 음료 가격은 아메리카노 부터 올7000원 입니다. 1인 1음료라 금액이 사실 좀 부담됩니다.깨끗하고 친절하고 커피맛 자체는 맛있어요. 뷰는 뭐 없어요. 아주 가끔씩 여유있고 가족이나 손님 오셨을때 갑니다.,3,4.0,401,화~일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E3383B50BE143949B19ED83B0CF586D',싱귤러커피,울산 남구 대학로1번길 3-35 1층 (우)44619,추천포밍멜로우,https://place.map.kakao.com/264246837,커피전문점
8,오 커피 맛있음 기본기 하는듯 분위기도 좋고,5,4.6,20,화~일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E3383B50BE143949B19ED83B0CF586D',싱귤러커피,울산 남구 대학로1번길 3-35 1층 (우)44619,추천포밍멜로우,https://place.map.kakao.com/264246837,커피전문점
9,뷰는 괜찮고 자리도 편해요내부는 딱히 외관에 비해 개성이 없는 편이지만 포밍멜로우 이 커피는 맛있어요공부하기에는 책상이 조금 낮은 편이지만 요즘 시국 때문에 손님이 별로 없어서 조용해서 좋아요,4,4.2,16,화~일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E3383B50BE143949B19ED83B0CF586D',싱귤러커피,울산 남구 대학로1번길 3-35 1층 (우)44619,추천포밍멜로우,https://place.map.kakao.com/264246837,커피전문점
10,"디자인 5 맛 3 원두자체에 브랜드를 매길만큼 열의는 대단하지만, 맛은 그에 미치질 못하는 느낌.",3,3.9,43,화~일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E3383B50BE143949B19ED83B0CF586D',싱귤러커피,울산 남구 대학로1번길 3-35 1층 (우)44619,추천포밍멜로우,https://place.map.kakao.com/264246837,커피전문점
11,한옥 자체는 매력적이지만 실내 인테리어며 음료며 디테일한 것들이 그만한 가치를 못 따라가는 느낌이에요. 그리고 서울 카페와 비교해도 충분히 비싼 음료에서 이런 먼지가 붙어 나오는 경우는 정말이지...,1,2.5,350,화~일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E3383B50BE143949B19ED83B0CF586D',싱귤러커피,울산 남구 대학로1번길 3-35 1층 (우)44619,추천포밍멜로우,https://place.map.kakao.com/264246837,커피전문점
12,,3,4.6,5,화~일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E3383B50BE143949B19ED83B0CF586D',싱귤러커피,울산 남구 대학로1번길 3-35 1층 (우)44619,추천포밍멜로우,https://place.map.kakao.com/264246837,커피전문점
13,,2,3.5,86,화~일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3E3383B50BE143949B19ED83B0CF586D',싱귤러커피,울산 남구 대학로1번길 3-35 1층 (우)44619,추천포밍멜로우,https://place.map.kakao.com/264246837,커피전문점
0,싱글몰트 위스키내추럴 와인아이리쉬 커피,4,3.7,42,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F82A9F375A91748F58620DA1EC6391A5D',ppl,울산 남구 중앙로204번길 9 1층 (우)44690,에스프레소 아메리카노 카페라테 산딸기레몬 말차라테,https://place.map.kakao.com/1146339904,카페
1,"몇번이나 갔던 ppl모르는 울산 사람도있으까요 ,,,❔ 알아주세여에그샌드위치 기절하게 맛있으니께,,,",5,4.1,12,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F82A9F375A91748F58620DA1EC6391A5D',ppl,울산 남구 중앙로204번길 9 1층 (우)44690,에스프레소 아메리카노 카페라테 산딸기레몬 말차라테,https://place.map.kakao.com/1146339904,카페
2,샌드위치랑 커피도 맛있고 가격대도 좋아요,5,2.4,18,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F82A9F375A91748F58620DA1EC6391A5D',ppl,울산 남구 중앙로204번길 9 1층 (우)44690,에스프레소 아메리카노 카페라테 산딸기레몬 말차라테,https://place.map.kakao.com/1146339904,카페
3,,5,4.6,10,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F82A9F375A91748F58620DA1EC6391A5D',ppl,울산 남구 중앙로204번길 9 1층 (우)44690,에스프레소 아메리카노 카페라테 산딸기레몬 말차라테,https://place.map.kakao.com/1146339904,카페
4,"커피도 맛있고 샌드위치도 맛있고 무엇보다 공간 분위기가 정말 제 취향이라 제가 너무 좋아하는 곳인데요, 샌드위치 만드실 때 맨손 쓰시더라구요ㅠㅠ 장갑 없이 맨손으로 잘려진 계란을 집어서 빵 위에 얹으시는 거 보고 경악했습니다... 특히나 위생이 중요한 이 시국에..맛도 중요하지만 무엇보다 음식을 다루는 곳에는 위생이 일순위라 생각합니다ㅠㅠ",2,3.4,14,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F82A9F375A91748F58620DA1EC6391A5D',ppl,울산 남구 중앙로204번길 9 1층 (우)44690,에스프레소 아메리카노 카페라테 산딸기레몬 말차라테,https://place.map.kakao.com/1146339904,카페
5,느낌 있는 카페,4,3.8,668,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F82A9F375A91748F58620DA1EC6391A5D',ppl,울산 남구 중앙로204번길 9 1층 (우)44690,에스프레소 아메리카노 카페라테 산딸기레몬 말차라테,https://place.map.kakao.com/1146339904,카페
6,샌드위치류가 전부 맛있었어요!! 강추합니다!!!샥슈카는 제입맛에는 향신료가 강했던거 같아요 ㅜ그래도 커피도 그렇고 전반적으로 좋았어요~~,4,3.3,83,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F82A9F375A91748F58620DA1EC6391A5D',ppl,울산 남구 중앙로204번길 9 1층 (우)44690,에스프레소 아메리카노 카페라테 산딸기레몬 말차라테,https://place.map.kakao.com/1146339904,카페
7,굿,5,3.7,3,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F82A9F375A91748F58620DA1EC6391A5D',ppl,울산 남구 중앙로204번길 9 1층 (우)44690,에스프레소 아메리카노 카페라테 산딸기레몬 말차라테,https://place.map.kakao.com/1146339904,카페
8,맛있어요,4,3.9,60,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F82A9F375A91748F58620DA1EC6391A5D',ppl,울산 남구 중앙로204번길 9 1층 (우)44690,에스프레소 아메리카노 카페라테 산딸기레몬 말차라테,https://place.map.kakao.com/1146339904,카페
9,넘나 맛있어요~ 가격대비 괜찮은거 같구요^^일요일 휴무되어있지만 전화해보면 장사합니다 하셨구요 ㅎㅎㅎㅎ^0 ^ 길에서 조금 안으로 들어가있어서 어디지하고 두리번 거리게 된다는 점 ^^계란바게트 아래에 깔린건 꿀이아니고^^ 메이플시럽이라는 ~ 점점점 ~,5,5.0,3,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F82A9F375A91748F58620DA1EC6391A5D',ppl,울산 남구 중앙로204번길 9 1층 (우)44690,에스프레소 아메리카노 카페라테 산딸기레몬 말차라테,https://place.map.kakao.com/1146339904,카페
